verse_text,matching_words,match,version,verse_id,doc_id,tokens,tfidf,proportion,runs_pval,corpus
"And now, they said: We know of a surety that the Lord is with thee, for we know that it is the power of the Lord that has shaken us. And they fell down before me, and were about to worship me, but I would not suffer them, saying: I am thy brother, yea, even thy younger brother; wherefore, worship the Lord thy God, and honor thy father and thy mother, that thy days may be long in the land which the Lord thy God shall give thee.",even may even fell days days may days long land land give us long us may said us said days even power even even said mother may long now suffer said us land us may now us us may land days us now may may may now lord lord days know give long may long land lord,,,1 Nephi 17:55,sn84027670/1886-09-02/ed-1/seq-1/,3,0.046,0.005,0.056,chronam
"Receive us. We have injured no man, we have corrupted no man, we have overreached no man.",man man man man,,,2 Corinthians 7:2 (Douay-Rheims),sn94057006/1903-06-19/ed-1/seq-3/,3,0.164,0.021,0.009,chronam
"And one said to the man clothed in linen, who was above the waters of the river: ‘How long shall it be to the end of the wonders?’",waters said said one shall shall one long man end one one one one said one long said one one man one said man one end one one shall one shall one said end one man man shall shall long shall man shall man shall long shall long shall long long shall shall shall end long end said man man,,,Daniel 12:6 (JPS 1917),sn84026925/1863-06-24/ed-1/seq-1/,3,0.185,0.025,0,chronam
"The graven images of their gods shall ye burn with fire: thou shalt not covet the silver or the gold that is on them, nor take it unto thee, lest thou be snared therein: for it is an abomination to the LORD thy God:",god god unto take shall god god god god god god god god thy god god fire take god god god god shall god god god god god take ye ye take lord god god god god god shall god god god take god god god take unto thee god take god shall god god lord take god take ye shall therein thou shalt thou shalt lord,,,Deuteronomy 7:25 (RV),sn84028296/1893-02-23/ed-1/seq-3/,3,0.069,0.011,0,chronam
"And for the prince, on the one side and on the other side of the holy offering and of the possession of the city, in front of the holy offering and in front of the possession of the city, on the west side westward, and on the east side eastward; and in length answerable unto one of the portions, from the west border unto the east border",west side east west side one one one east one one one front city one one one city side city city one,,,Ezekiel 45:7 (JPS 1917),sn85042459/1880-11-10/ed-1/seq-1/,3,0.094,0.009,0,chronam
"Then Peter answering, said to him: Behold we have left all things, and have followed thee: what therefore shall we have?",said said said said said left said said said said said said said said things said said said shall shall shall shall shall left followed said shall said,,,Matthew 19:27 (Douay-Rheims),sn83035143/1860-10-17/ed-1/seq-3/,3,0.158,0.018,0,chronam
"And they shall come from the east, and from the west, and from the north, and from the south, and shall sit down in the kingdom of God.",come east south shall shall shall shall shall east west north south west south shall south come south shall shall shall shall shall north,,,Luke 13:29 (KJV),sn85058130/1884-05-30/ed-1/seq-4/,3,0.32,0.036,0.666,chronam
"That thou wilt do us no hurt, as we have not touched thee, and as we have done unto thee nothing but good, and have sent thee away in peace: thou art now the blessed of the LORD.",art good us us peace now good us sent us thou now now us us art now good away away touched now now us away done nothing good done now now thou art thou thou thee thou now thou wilt away thee away us thee thee thou thou wilt thou wilt now thou thee thee thee thou art thee thee now thou now thee thee thee now now thee thou art away thou blessed peace now sent sent nothing thou away touched done thou thou good thou art us art thee thou art thou thee us nothing good now now thou now good now good now now done now now,,,Genesis 26:29 (KJV),sn83045160/1872-04-14/ed-1/seq-2/,3,0.097,0.011,0,chronam
And blessed is she that believed; for there shall be a fulfillment of the things which have been spoken to her from the Lord.,,,,Luke 1:45 (RV),sn85042462/1909-08-29/ed-1/seq-30/,3,0.305,0.042,0,chronam
I should have been as though I had not been; I should have been carried from the womb to the grave.,,,,Job 10:19 (ASV),sn86092356/1902-09-02/ed-1/seq-6/,3,0.278,0.028,0,chronam
"And I looked, and rose up, and said unto the nobles, and to the rulers, and to the rest of the people, Be not ye afraid of them: remember the Lord, who is great and terrible, and fight for your brethren, your sons, and your daughters, your wives, and your houses.",great remember lord great people,,,Nehemiah 4:14 (ASV),sn83030214/1915-12-11/ed-1/seq-9/,3,0.078,0.01,0.355,chronam
"And now, my son, we see that they did not repent; therefore they have been destroyed, and thus far the word of God has been fulfilled; yea, their secret abominations have been brought out of darkness and made known unto us.",thus see see us us now made see us therefore,,,Alma 37:26,sn85066387/1910-08-07/ed-1/seq-1/,3,0.094,0.01,0,chronam
"Now as concerning the matter, which Achior did speak in thy council, we have heard his words; for the men of Bethulia saved him, and he declared unto them all that he had spoken unto thee.",men heard heard now now heard heard heard spoken spoken spoken now spoken council declared council council men council council council council council council matter declared now men now now now now men men,,,Judith 11:9 (KJV),sn83009573/1859-09-16/ed-1/seq-1/,3,0.084,0.012,0,chronam
"All thine enemies have opened Their mouth wide against thee; They hiss and gnash the teeth; They say: ‘We have swallowed her up; Certainly this is the day that we looked for; We have found, we have seen it.’",opened day seen say found day day day say seen day day opened,,,Lamentations 2:16 (JPS 1917),sn84026845/1864-03-02/ed-1/seq-1/,3,0.096,0.011,0,chronam
"And now, I speak somewhat concerning that which I have written; for after I had made an abridgment from the plates of Nephi, down to the reign of this king Benjamin, of whom Amaleki spake, I searched among the records which had been delivered into my hands, and I found these plates, which contained this small account of the prophets, from Jacob down to the reign of this king Benjamin, and also many of the words of Nephi.",among now now made among king also now made words hands made now now made many many made many now many many delivered delivered among among many made now now made now hands among found small found account found found found found made found found small many many among among somewhat reign written many small somewhat now now small found small also small many many small small made small many small now account small hands many now small now found now,,,Words of Mormon 1:3,sn84022367/1872-05-09/ed-1/seq-3/,3,0.062,0.006,0,chronam
