reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,page
1 Samuel 17:48 (KJV),"And it came to pass, when the Philistine arose, and came and drew nigh to meet David, that David hasted, and ran toward the army to meet the Philistine.",http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-08-29/ed-1/seq-4/#words=came+pass+when+philistine+arose+came+drew+nigh+meet+david+david+hasted+ran+toward+army+meet+philistine,TRUE,yes,ran toward army meet philistine,14,0.2641509434,2.542626324,sn97067613/1889-08-29/ed-1/seq-4/
Ezra 2:12 (KJV),"The children of Azgad, a thousand two hundred twenty and two.",http://chroniclingamerica.loc.gov/lccn/sn78000395/1903-08-29/ed-1/seq-2/#words=children+azgad+thousand+two+hundred+twenty+two,FALSE,yes,two hundred twenty two,3,0.2142857143,1.934657923,sn78000395/1903-08-29/ed-1/seq-2/
Job 5:7 (KJV),"Yet man is born unto trouble, as the sparks fly upward.",http://chroniclingamerica.loc.gov/lccn/sn84026909/1884-03-13/ed-1/seq-3/#words=yet+man+born+unto+trouble+sparks+fly+upward,TRUE,yes,trouble as sparks fly,10,0.4545454545,4.375298544,sn84026909/1884-03-13/ed-1/seq-3/
Matthew 12:25 (KJV),"And Jesus knew their thoughts, and said unto them, Every kingdom divided against itself is brought to desolation; and every city or house divided against itself shall not stand:",http://chroniclingamerica.loc.gov/lccn/sn84020109/1875-10-07/ed-1/seq-1/#words=jesus+knew+thoughts+said+unto+every+kingdom+divided+against+itself+brought+desolation+every+city+house+divided+against+itself+shall+stand,FALSE,possibly,kingdom divided against,4,0.0547945205,0.4833390597,sn84020109/1875-10-07/ed-1/seq-1/
Romans 10:9 (KJV),"That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.",http://chroniclingamerica.loc.gov/lccn/sn86072143/1872-04-05/ed-1/seq-3/#words=thou+shalt+confess+thy+mouth+lord+jesus+shalt+believe+thine+heart+god+hath+raised+dead+thou+shalt+saved,TRUE,yes,heart god hath raised,24,0.3428571429,3.201134577,sn86072143/1872-04-05/ed-1/seq-3/
Job 3:17 (KJV),There the wicked cease from troubling; and there the weary be at rest.,http://chroniclingamerica.loc.gov/lccn/sn89058128/1899-03-16/ed-1/seq-2/#words=wicked+cease+troubling+weary+rest,TRUE,yes,cease from troubling,3,0.3,2.887697039,sn89058128/1899-03-16/ed-1/seq-2/
Matthew 5:14 (KJV),Ye are the light of the world. A city that is set on an hill cannot be hid.,http://chroniclingamerica.loc.gov/lccn/sn83035595/1860-05-18/ed-1/seq-1/#words=ye+light+world+city+set+hill+cannot+hid,TRUE,possibly,city set hill,3,0.1666666667,1.604276133,sn83035595/1860-05-18/ed-1/seq-1/
Luke 9:25 (KJV),"For what is a man advantaged, if he gain the whole world, and lose himself, or be cast away?",http://chroniclingamerica.loc.gov/lccn/sn85033781/1896-02-26/ed-1/seq-6/#words=what+man+advantaged+gain+whole+world+lose+himself+cast+away,TRUE,yes,man advantaged if gain,22,0.7166666667,6.989500266,sn85033781/1896-02-26/ed-1/seq-6/
Romans 8:16 (KJV),"The Spirit itself beareth witness with our spirit, that we are the children of God:",http://chroniclingamerica.loc.gov/lccn/sn88064020/1921-07-28/ed-1/seq-7/#words=spirit+itself+beareth+witness+our+spirit+we+children+god,TRUE,yes,itself beareth witness our spirit we,22,1,9.625656796,sn88064020/1921-07-28/ed-1/seq-7/
Leviticus 10:16 (KJV),"And Moses diligently sought the goat of the sin offering, and, behold, it was burnt: and he was angry with Eleazar and Ithamar, the sons of Aaron which were left alive, saying,",http://chroniclingamerica.loc.gov/lccn/sn88064537/1892-06-04/ed-1/seq-3/#words=moses+diligently+sought+goat+sin+offering+behold+burnt+angry+eleazar+ithamar+sons+aaron+were+left+alive+saying,FALSE,no,which were left,1,0.0172413793,0.1501614839,sn88064537/1892-06-04/ed-1/seq-3/
Exodus 20:3 (KJV),Thou shalt have no other gods before me.,http://chroniclingamerica.loc.gov/lccn/sn84026409/1892-09-21/ed-1/seq-1/#words=thou+shalt+other+gods+before+me,FALSE,possibly,have no other,1,0.0588235294,0.5662151057,sn84026409/1892-09-21/ed-1/seq-1/
Nehemiah 7:30 (KJV),"The men of Ramah and Geba, six hundred twenty and one.",http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-04-29/ed-1/seq-2/#words=men+ramah+geba+six+hundred+twenty+one,FALSE,possibly,six hundred twenty,1,0.0714285714,0.622097576,sn84024738/1856-04-29/ed-1/seq-2/
Numbers 23:10 (KJV),"Who can count the dust of Jacob, and the number of the fourth part of Israel? Let me die the death of the righteous, and let my last end be like his!",http://chroniclingamerica.loc.gov/lccn/sn85038102/1898-01-14/ed-1/seq-6/#words=can+count+dust+jacob+number+fourth+part+israel+let+me+die+death+righteous+let+my+last+end+like,TRUE,yes,my last end,26,0.4193548387,4.02538596,sn85038102/1898-01-14/ed-1/seq-6/
Ephesians 1:2 (KJV),"Grace be to you, and peace, from God our Father, and from the Lord Jesus Christ.",http://chroniclingamerica.loc.gov/lccn/sn83025323/1914-06-25/ed-1/seq-1/#words=grace+you+peace+god+our+father+lord+jesus+christ,FALSE,yes,peace from god our,6,0.24,1.876205695,sn83025323/1914-06-25/ed-1/seq-1/
Mark 8:36 (KJV),"For what shall it profit a man, if he shall gain the whole world, and lose his own soul?",http://chroniclingamerica.loc.gov/lccn/sn87075048/1900-06-21/ed-1/seq-2/#words=what+shall+profit+man+shall+gain+whole+world+lose+own+soul,TRUE,yes,what shall profit,13,0.3529411765,3.576533395,sn87075048/1900-06-21/ed-1/seq-2/
Matthew 5:8 (KJV),Blessed are the pure in heart: for they shall see God.,http://chroniclingamerica.loc.gov/lccn/sn88061077/1868-03-13/ed-1/seq-3/#words=blessed+pure+heart+shall+see+god,TRUE,yes,pure heart shall see god,10,1,9.585110285,sn88061077/1868-03-13/ed-1/seq-3/
Romans 6:6 (KJV),"Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin.",http://chroniclingamerica.loc.gov/lccn/sn88064317/1913-02-06/ed-1/seq-2/#words=knowing+our+old+man+crucified+body+sin+might+destroyed+henceforth+we+should+serve+sin,FALSE,no,we should not,1,0.02,0.1705408901,sn88064317/1913-02-06/ed-1/seq-2/
Matthew 5:37 (KJV),"But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil.",http://chroniclingamerica.loc.gov/lccn/sn86071045/1881-04-27/ed-1/seq-3/#words=let+your+communication+yea+yea+nay+nay+whatsoever+more+than+cometh+evil,TRUE,yes,whatsoever more than cometh evil,19,0.5588235294,5.367118059,sn86071045/1881-04-27/ed-1/seq-3/
John 5:5 (KJV),"And a certain man was there, which had an infirmity thirty and eight years.",http://chroniclingamerica.loc.gov/lccn/sn85052141/1874-08-14/ed-1/seq-3/#words=certain+man+had+infirmity+thirty+eight+years,FALSE,possibly,thirty eight years,1,0.0555555556,0.5122328716,sn85052141/1874-08-14/ed-1/seq-3/
Proverbs 22:1 (KJV),"A good name is rather to be chosen than great riches, and loving favour rather than silver and gold.",http://chroniclingamerica.loc.gov/lccn/sn83004226/1912-09-27/ed-1/seq-6/#words=good+name+rather+chosen+than+great+riches+loving+favour+rather+than+silver+gold,TRUE,yes,than great riches,14,0.3684210526,3.535624475,sn83004226/1912-09-27/ed-1/seq-6/
1 Samuel 17:20 (KJV),"And David rose up early in the morning, and left the sheep with a keeper, and took, and went, as Jesse had commanded him; and he came to the trench, as the host was going forth to the fight, and shouted for the battle.",http://chroniclingamerica.loc.gov/lccn/sn85033386/1873-09-05/ed-1/seq-4/#words=david+rose+up+early+morning+left+sheep+keeper+took+went+jesse+had+commanded+came+trench+host+going+forth+fight+shouted+battle,FALSE,no,up early morning,1,0.012195122,0.0912876906,sn85033386/1873-09-05/ed-1/seq-4/
Matthew 26:11 (KJV),For ye have the poor always with you; but me ye have not always.,http://chroniclingamerica.loc.gov/lccn/sn88056164/1900-02-02/ed-1/seq-4/#words=ye+poor+always+you+me+ye+always,FALSE,no,have not always,1,0.0476190476,0.4253576007,sn88056164/1900-02-02/ed-1/seq-4/
Psalm 46:2 (KJV),"Therefore will not we fear, though the earth be removed, and though the mountains be carried into the midst of the sea;",http://chroniclingamerica.loc.gov/lccn/sn90059228/1881-06-01/ed-1/seq-2/#words=therefore+we+fear+though+earth+removed+though+mountains+carried+midst+sea,TRUE,yes,carried midst sea,18,0.5294117647,5.095935951,sn90059228/1881-06-01/ed-1/seq-2/
Psalm 4:5 (KJV),"Offer the sacrifices of righteousness, and put your trust in the LORD.",http://chroniclingamerica.loc.gov/lccn/sn82016014/1917-02-01/ed-1/seq-8/#words=offer+sacrifices+righteousness+put+your+trust+lord,FALSE,possibly,put your trust,1,0.0714285714,0.6585851206,sn82016014/1917-02-01/ed-1/seq-8/
Hebrews 10:23 (KJV),Let us hold fast the profession of our faith without wavering; (for he is faithful that promised;),http://chroniclingamerica.loc.gov/lccn/sn85052141/1916-10-12/ed-1/seq-6/#words=let+us+hold+fast+profession+our+faith+without+wavering+faithful+promised,TRUE,yes,profession our faith,19,0.6,6.055702793,sn85052141/1916-10-12/ed-1/seq-6/
Luke 2:15 (KJV),"And it came to pass, as the angels were gone away from them into heaven, the shepherds said one to another, Let us now go even unto Bethlehem, and see this thing which is come to pass, which the Lord hath made known unto us.",http://chroniclingamerica.loc.gov/lccn/sn84030186/1861-09-26/ed-1/seq-2/#words=came+pass+angels+were+gone+away+heaven+shepherds+said+one+another+let+us+now+go+even+unto+bethlehem+see+thing+come+pass+lord+hath+made+known+unto+us,FALSE,no,let us now,1,0.0086206897,0.0770043932,sn84030186/1861-09-26/ed-1/seq-2/
Luke 18:29 (KJV),"And he said unto them, Verily I say unto you, There is no man that hath left house, or parents, or brethren, or wife, or children, for the kingdom of God's sake,",http://chroniclingamerica.loc.gov/lccn/sn84024718/1873-02-11/ed-1/seq-2/#words=said+unto+verily+i+say+unto+you+man+hath+left+house+parents+brethren+wife+children+kingdom+god's+sake,FALSE,possibly,them verily say,5,0.0892857143,0.7242103749,sn84024718/1873-02-11/ed-1/seq-2/
Deuteronomy 12:19 (KJV),Take heed to thyself that thou forsake not the Levite as long as thou livest upon the earth.,http://chroniclingamerica.loc.gov/lccn/sn83021327/1877-05-31/ed-1/seq-2/#words=take+heed+thyself+thou+forsake+levite+long+thou+livest+upon+earth,FALSE,no,as long as,1,0.0026455026,0.1690459084,sn83021327/1877-05-31/ed-1/seq-2/
Revelation 1:5 (KJV),"And from Jesus Christ, who is the faithful witness, and the first begotten of the dead, and the prince of the kings of the earth. Unto him that loved us, and washed us from our sins in his own blood,",http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=jesus+christ+faithful+witness+first+begotten+dead+prince+kings+earth+unto+loved+us+washed+us+our+sins+own+blood,TRUE,yes,unto him loved us washed us,30,0.3846153846,3.682892647,sn94060041/1894-03-03/ed-1/seq-1/
Genesis 2:25 (KJV),"And they were both naked, the man and his wife, and were not ashamed.",http://chroniclingamerica.loc.gov/lccn/sn85038145/1868-07-30/ed-1/seq-1/#words=were+both+naked+man+wife+were+ashamed,FALSE,possibly,man wife were,1,0.0555555556,0.5347587109,sn85038145/1868-07-30/ed-1/seq-1/
Job 12:3 (KJV),"But I have understanding as well as you; I am not inferior to you: yea, who knoweth not such things as these?",http://chroniclingamerica.loc.gov/lccn/sn93061428/1910-10-21/ed-1/seq-1/#words=i+understanding+well+you+i+am+inferior+you+yea+knoweth+things,FALSE,no,as well as,1,0.0027173913,0.1721936675,sn93061428/1910-10-21/ed-1/seq-1/
Luke 12:41 (KJV),"Then Peter said unto him, Lord, speakest thou this parable unto us, or even to all?",http://chroniclingamerica.loc.gov/lccn/sn88064181/1914-03-06/ed-1/seq-7/#words=peter+said+unto+lord+speakest+thou+parable+unto+us+even+all,TRUE,yes,lord speakest thou parable,14,0.3888888889,3.743310976,sn88064181/1914-03-06/ed-1/seq-7/
Revelation 20:11 (KJV),"And I saw a great white throne, and him that sat on it, from whose face the earth and the heaven fled away; and there was found no place for them.",http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=i+saw+great+white+throne+sat+whose+face+earth+heaven+fled+away+found+place,TRUE,yes,whose face earth,14,0.2592592593,2.495540651,sn94060041/1894-03-03/ed-1/seq-1/
1 Corinthians 5:2 (KJV),"And ye are puffed up, and have not rather mourned, that he that hath done this deed might be taken away from among you.",http://chroniclingamerica.loc.gov/lccn/sn85025182/1866-01-10/ed-1/seq-2/#words=ye+puffed+up+rather+mourned+hath+done+deed+might+taken+away+among+you,FALSE,no,taken away from,1,0.0217391304,0.165451169,sn85025182/1866-01-10/ed-1/seq-2/
1 Corinthians 11:31 (KJV),"For if we would judge ourselves, we should not be judged.",http://chroniclingamerica.loc.gov/lccn/sn84024283/1910-08-11/ed-1/seq-7/#words=we+would+judge+ourselves+we+should+judged,FALSE,no,we should not,1,0.0227272727,0.3875929322,sn84024283/1910-08-11/ed-1/seq-7/
1 Thessalonians 5:13 (KJV),And to esteem them very highly in love for their work's sake. And be at peace among yourselves.,http://chroniclingamerica.loc.gov/lccn/sn82005159/1858-01-08/ed-1/seq-3/#words=esteem+very+highly+love+work's+sake+peace+among+yourselves,TRUE,yes,very highly love work's sake,14,0.5384615385,5.183045967,sn82005159/1858-01-08/ed-1/seq-3/
Deuteronomy 1:32 (KJV),"Yet in this thing ye did not believe the LORD your God,",http://chroniclingamerica.loc.gov/lccn/sn84038034/1858-04-29/ed-1/seq-2/#words=yet+thing+ye+did+believe+lord+your+god,FALSE,no,did not believe,1,0.0158730159,0.4147317173,sn84038034/1858-04-29/ed-1/seq-2/
1 Samuel 25:28 (KJV),"I pray thee, forgive the trespass of thine handmaid: for the LORD will certainly make my lord a sure house; because my lord fighteth the battles of the LORD, and evil hath not been found in thee all thy days.",http://chroniclingamerica.loc.gov/lccn/sn83030313/1846-04-05/ed-1/seq-1/#words=i+pray+thee+forgive+trespass+thine+handmaid+lord+certainly+make+my+lord+sure+house+because+my+lord+fighteth+battles+lord+evil+hath+been+found+thee+all+thy+days,FALSE,no,not been found,1,0.0102040816,0.0982209877,sn83030313/1846-04-05/ed-1/seq-1/
Ezekiel 1:6 (KJV),"And every one had four faces, and every one had four wings.",http://chroniclingamerica.loc.gov/lccn/sn86091188/1920-10-15/ed-1/seq-8/#words=every+one+had+four+faces+every+one+had+four+wings,FALSE,possibly,every one had,2,0.0769230769,0.644068756,sn86091188/1920-10-15/ed-1/seq-8/
Matthew 23:30 (KJV),"And say, If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.",http://chroniclingamerica.loc.gov/lccn/sn84020109/1875-03-04/ed-1/seq-1/#words=say+we+had+been+days+our+fathers+we+would+been+partakers+blood+prophets,FALSE,no,not have been,1,0.0185185185,0.1707442905,sn84020109/1875-03-04/ed-1/seq-1/
Job 42:10 (KJV),"And the LORD turned the captivity of Job, when he prayed for his friends: also the LORD gave Job twice as much as he had before.",http://chroniclingamerica.loc.gov/lccn/sn85038121/1876-07-27/ed-1/seq-4/#words=lord+turned+captivity+job+when+prayed+friends+also+lord+gave+job+twice+much+had+before,FALSE,no,as much as,1,0.0061728395,0.1466834945,sn85038121/1876-07-27/ed-1/seq-4/
John 21:22 (KJV),"Jesus saith unto him, If I will that he tarry till I come, what is that to thee? follow thou me.",http://chroniclingamerica.loc.gov/lccn/sn84020558/1908-02-10/ed-1/seq-3/#words=jesus+saith+unto+i+tarry+till+i+come+what+thee+follow+thou+me,TRUE,possibly,follow thou me,8,0.1944444444,2.063466157,sn84020558/1908-02-10/ed-1/seq-3/
Ephesians 6:12 (KJV),"For we wrestle not against flesh and blood, but against principalities, against powers, against the rulers of the darkness of this world, against spiritual wickedness in high places.",http://chroniclingamerica.loc.gov/lccn/sn84028272/1891-11-25/ed-1/seq-7/#words=we+wrestle+against+flesh+blood+against+principalities+against+powers+against+rulers+darkness+world+against+spiritual+wickedness+high+places,TRUE,yes,against powers against rulers darkness world,48,0.7741935484,7.452121391,sn84028272/1891-11-25/ed-1/seq-7/
Nehemiah 7:12 (KJV),"The children of Elam, a thousand two hundred fifty and four.",http://chroniclingamerica.loc.gov/lccn/sn84024718/1873-04-15/ed-1/seq-3/#words=children+elam+thousand+two+hundred+fifty+four,FALSE,possibly,two hundred fifty,1,0.0714285714,0.5538467585,sn84024718/1873-04-15/ed-1/seq-3/
Isaiah 5:6 (KJV),"And I will lay it waste: it shall not be pruned, nor digged; but there shall come up briers and thorns: I will also command the clouds that they rain no rain upon it.",http://chroniclingamerica.loc.gov/lccn/sn83045784/1857-03-21/ed-1/seq-7/#words=i+lay+waste+shall+pruned+nor+digged+shall+come+up+briers+thorns+i+also+command+clouds+rain+rain+upon,FALSE,no,shall come up,1,0.0161290323,0.1151733895,sn83045784/1857-03-21/ed-1/seq-7/
Psalm 22:11 (KJV),Be not far from me; for trouble is near; for there is none to help.,http://chroniclingamerica.loc.gov/lccn/sn84038034/1858-03-25/ed-1/seq-1/#words=far+me+trouble+near+none+help,FALSE,possibly,not far from,1,0.0588235294,0.4777399647,sn84038034/1858-03-25/ed-1/seq-1/
